EmployeeNumber,Department,JobRole,Age,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition,AttritionRisk,RiskTier
1585,Sales,Sales Executive,36,6815,1,3,No,No,0.4163,Medium
1586,Research & Development,Laboratory Technician,29,4723,10,1,Yes,No,0.4423,Medium
1587,Research & Development,Healthcare Representative,35,6142,5,3,Yes,No,0.5463,High
1588,Sales,Sales Executive,39,8237,7,3,No,No,0.1759,Low
1590,Research & Development,Healthcare Representative,29,8853,6,4,No,No,0.1449,Low
1591,Sales,Manager,50,19331,1,3,Yes,No,0.2645,Low
1592,Research & Development,Research Scientist,23,2073,2,3,No,No,0.3231,Medium
1594,Research & Development,Laboratory Technician,36,5562,3,1,Yes,No,0.3743,Medium
1595,Research & Development,Manager,42,19613,1,4,No,No,0.1499,Low
1596,Research & Development,Laboratory Technician,35,3407,10,3,No,No,0.1883,Low
1597,Research & Development,Healthcare Representative,34,5063,8,3,No,No,0.264,Low
1598,Sales,Sales Executive,40,4639,5,1,No,No,0.2607,Low
1599,Research & Development,Laboratory Technician,43,4876,6,2,No,No,0.2248,Low
1601,Research & Development,Laboratory Technician,35,2690,1,4,No,No,0.2542,Low
1602,Sales,Manager,46,17567,26,1,No,No,0.1452,Low
1604,Research & Development,Laboratory Technician,28,2408,1,2,Yes,Yes,0.865,Critical
1605,Research & Development,Research Scientist,22,2814,4,3,Yes,No,0.7502,Critical
1606,Research & Development,Healthcare Representative,50,11245,30,3,Yes,No,0.2506,Low
1607,Research & Development,Research Scientist,32,3312,3,4,No,No,0.1268,Low
1608,Research & Development,Research Director,44,19049,22,4,Yes,No,0.0812,Low
1609,Research & Development,Research Scientist,30,2141,6,2,No,No,0.3885,Medium
1611,Research & Development,Laboratory Technician,45,5769,10,1,Yes,No,0.4749,Medium
1612,Sales,Sales Executive,45,4385,10,1,No,No,0.4604,Medium
1613,Sales,Sales Executive,31,5332,5,1,No,No,0.5711,High
1614,Research & Development,Manufacturing Director,36,4663,3,3,Yes,No,0.472,Medium
1615,Research & Development,Manufacturing Director,34,4724,9,4,No,No,0.1701,Low
1617,Research & Development,Laboratory Technician,49,3211,9,1,No,No,0.2763,Low
1618,Research & Development,Manufacturing Director,39,5377,7,1,No,No,0.1746,Low
1619,Research & Development,Laboratory Technician,27,4066,7,1,No,No,0.235,Low
1621,Research & Development,Research Scientist,35,5208,16,1,No,No,0.188,Low
1622,Research & Development,Manufacturing Director,28,4877,5,1,No,No,0.4117,Medium
1623,Research & Development,Research Scientist,21,3117,2,4,No,No,0.3853,Medium
1624,Sales,Sales Representative,18,1569,0,4,Yes,Yes,0.9004,Critical
1625,Human Resources,Manager,47,19658,5,3,No,No,0.0816,Low
1627,Research & Development,Laboratory Technician,39,3069,10,3,No,No,0.1263,Low
1628,Research & Development,Manufacturing Director,40,10435,18,3,No,No,0.1741,Low
1630,Research & Development,Healthcare Representative,35,4148,14,3,No,No,0.1198,Low
1631,Research & Development,Manufacturing Director,37,5768,4,3,No,No,0.1812,Low
1633,Research & Development,Manufacturing Director,39,5042,9,3,No,No,0.2588,Low
1635,Research & Development,Manufacturing Director,45,5770,10,4,No,No,0.0961,Low
1638,Research & Development,Manufacturing Director,38,7756,5,3,Yes,No,0.2067,Low
1639,Sales,Sales Executive,35,10306,13,1,No,Yes,0.7082,Critical
1640,Research & Development,Research Scientist,37,3936,8,2,No,No,0.3231,Medium
1641,Research & Development,Manufacturing Director,40,7945,4,4,Yes,No,0.4859,Medium
1642,Human Resources,Human Resources,44,5743,10,4,Yes,No,0.3312,Medium
1644,Research & Development,Manager,48,15202,2,4,No,No,0.1018,Low
1645,Sales,Sales Executive,35,5440,2,4,Yes,Yes,0.8903,Critical
1646,Research & Development,Research Scientist,24,3760,6,4,Yes,No,0.5842,High
1647,Research & Development,Research Scientist,27,3517,3,3,No,No,0.464,Medium
1648,Research & Development,Research Scientist,27,2580,4,4,No,No,0.3243,Medium
1649,Research & Development,Laboratory Technician,40,2166,4,1,Yes,Yes,0.8349,Critical
1650,Sales,Sales Executive,29,5869,5,3,No,No,0.6481,High
1651,Research & Development,Healthcare Representative,36,8008,3,1,No,No,0.1894,Low
1653,Research & Development,Manufacturing Director,25,5206,7,3,No,No,0.0893,Low
1654,Research & Development,Manufacturing Director,39,5295,5,2,No,No,0.3068,Medium
1655,Research & Development,Research Director,49,16413,4,2,No,No,0.1684,Low
1656,Research & Development,Research Director,50,13269,14,1,No,No,0.1179,Low
1657,Sales,Sales Representative,20,2783,2,3,No,No,0.5459,High
1658,Research & Development,Research Scientist,34,5433,11,2,No,No,0.1176,Low
1659,Research & Development,Laboratory Technician,36,2013,4,2,No,No,0.4731,Medium
1661,Research & Development,Healthcare Representative,49,13966,15,3,Yes,No,0.1352,Low
1662,Research & Development,Manufacturing Director,36,4374,3,3,No,No,0.1427,Low
1664,Research & Development,Healthcare Representative,36,6842,5,1,No,No,0.1638,Low
1665,Research & Development,Manager,54,17426,10,3,No,No,0.1087,Low
1666,Research & Development,Research Director,43,17603,14,3,No,No,0.1095,Low
1667,Sales,Sales Executive,35,4581,11,4,Yes,Yes,0.587,High
1668,Research & Development,Research Scientist,38,4735,13,4,No,No,0.0928,Low
1669,Sales,Sales Executive,29,4187,10,2,Yes,No,0.4823,Medium
1670,Sales,Sales Executive,33,5505,6,4,No,No,0.1233,Low
1671,Research & Development,Research Scientist,32,5470,9,2,No,No,0.0933,Low
1673,Sales,Sales Executive,31,5476,10,4,No,No,0.2414,Low
1674,Research & Development,Laboratory Technician,49,2587,2,1,Yes,No,0.5724,High
1675,Research & Development,Laboratory Technician,38,2440,4,2,No,No,0.3331,Medium
1676,Sales,Manager,47,15972,3,2,No,No,0.0975,Low
1677,Research & Development,Manager,49,15379,8,3,No,No,0.1212,Low
1678,Sales,Sales Executive,41,7082,2,3,Yes,No,0.5103,High
1680,Sales,Sales Representative,20,2728,2,1,No,No,0.6525,High
1681,Sales,Sales Executive,33,5368,6,4,Yes,No,0.4323,Medium
1682,Research & Development,Healthcare Representative,36,5347,3,3,No,No,0.3614,Medium
1683,Human Resources,Human Resources,44,3195,2,4,Yes,No,0.2956,Low
1684,Research & Development,Laboratory Technician,23,3989,5,3,Yes,Yes,0.7786,Critical
1687,Research & Development,Laboratory Technician,38,3306,0,3,No,No,0.2106,Low
1689,Research & Development,Healthcare Representative,53,7005,4,4,No,No,0.1705,Low
1691,Sales,Sales Representative,48,2655,9,3,Yes,Yes,0.4072,Medium
1692,Research & Development,Laboratory Technician,32,1393,1,2,No,Yes,0.7222,Critical
1693,Research & Development,Laboratory Technician,26,2570,7,4,No,No,0.2106,Low
1694,Research & Development,Research Scientist,55,3537,4,2,No,No,0.3772,Medium
1696,Research & Development,Laboratory Technician,34,3986,15,4,No,No,0.1258,Low
1697,Research & Development,Healthcare Representative,60,10883,1,4,No,No,0.1452,Low
1698,Research & Development,Laboratory Technician,33,2028,14,2,No,No,0.1579,Low
1700,Sales,Sales Executive,37,9525,6,4,No,No,0.1889,Low
1701,Research & Development,Research Scientist,34,2929,10,4,No,No,0.3235,Medium
1702,Sales,Sales Representative,23,2275,3,4,Yes,Yes,0.7976,Critical
1703,Research & Development,Healthcare Representative,44,7879,8,4,Yes,No,0.164,Low
1704,Research & Development,Research Scientist,35,4930,5,4,Yes,No,0.4626,Medium
1706,Sales,Sales Executive,43,7847,10,4,Yes,No,0.2755,Low
1707,Research & Development,Research Scientist,24,4401,5,3,No,No,0.1573,Low
1708,Sales,Sales Executive,41,9241,10,3,No,No,0.277,Low
1709,Research & Development,Laboratory Technician,29,2974,5,3,No,No,0.3421,Medium
1710,Sales,Sales Representative,36,4502,13,4,No,No,0.2747,Low
1712,Research & Development,Healthcare Representative,45,10748,23,3,No,No,0.153,Low
1714,Human Resources,Human Resources,24,1555,1,3,No,Yes,0.764,Critical
1716,Sales,Sales Executive,47,12936,23,3,No,Yes,0.7108,Critical
1718,Research & Development,Laboratory Technician,26,2305,3,3,No,No,0.3023,Medium
1719,Research & Development,Research Director,45,16704,21,2,No,No,0.1828,Low
1720,Research & Development,Research Scientist,32,3433,5,3,No,No,0.5696,High
1721,Research & Development,Laboratory Technician,31,3477,5,3,No,No,0.1956,Low
1722,Human Resources,Human Resources,41,6430,3,2,No,No,0.2398,Low
1724,Research & Development,Manufacturing Director,40,6516,1,1,Yes,No,0.4602,Medium
1725,Research & Development,Laboratory Technician,24,3907,6,1,No,No,0.3335,Medium
1727,Research & Development,Healthcare Representative,46,5562,10,2,No,No,0.251,Low
1728,Research & Development,Manufacturing Director,35,6883,7,3,No,No,0.1127,Low
1729,Research & Development,Research Scientist,30,2862,10,4,No,No,0.2282,Low
1731,Sales,Sales Executive,47,4978,1,2,No,No,0.4243,Medium
1732,Sales,Sales Executive,46,10368,10,4,Yes,No,0.2422,Low
1733,Sales,Sales Executive,36,6134,2,1,Yes,Yes,0.5791,High
1734,Sales,Sales Executive,32,6735,0,2,No,Yes,0.8301,Critical
1735,Research & Development,Laboratory Technician,23,3295,3,2,No,No,0.5764,High
1736,Research & Development,Manufacturing Director,31,5238,5,4,No,No,0.2647,Low
1737,Research & Development,Laboratory Technician,39,6472,9,4,Yes,No,0.1716,Low
1739,Sales,Sales Executive,32,9610,4,3,No,No,0.4064,Medium
1740,Sales,Manager,40,19833,21,2,No,No,0.2246,Low
1744,Human Resources,Human Resources,45,9756,5,3,No,No,0.1574,Low
1745,Research & Development,Research Scientist,30,4968,9,1,No,No,0.1843,Low
1746,Human Resources,Human Resources,24,2145,2,4,No,No,0.3963,Medium
1747,Human Resources,Human Resources,30,2180,4,4,No,Yes,0.5355,High
1749,Sales,Sales Executive,31,8346,5,3,No,No,0.2439,Low
1751,Research & Development,Research Scientist,27,3445,6,4,No,No,0.2176,Low
1752,Sales,Sales Representative,29,2760,2,2,No,Yes,0.8134,Critical
1753,Research & Development,Healthcare Representative,29,6294,3,3,Yes,No,0.476,Medium
1754,Sales,Sales Executive,30,7140,7,1,No,No,0.2867,Low
1755,Research & Development,Research Scientist,34,2932,5,4,Yes,No,0.2596,Low
1756,Sales,Sales Executive,33,5147,11,2,No,No,0.3724,Medium
1757,Sales,Sales Executive,49,4507,5,4,No,No,0.2004,Low
1758,Sales,Sales Executive,33,8564,0,1,Yes,Yes,0.9056,Critical
1760,Research & Development,Laboratory Technician,38,2468,6,2,No,No,0.2942,Low
1761,Sales,Sales Executive,31,8161,1,3,No,Yes,0.5992,High
1762,Research & Development,Research Scientist,29,2109,1,1,No,No,0.5115,High
1763,Research & Development,Healthcare Representative,30,5294,7,3,No,No,0.2069,Low
1764,Research & Development,Research Scientist,32,2718,7,2,No,No,0.3033,Medium
1766,Research & Development,Healthcare Representative,38,5811,1,4,Yes,No,0.5242,High
1767,Research & Development,Research Scientist,43,2437,1,3,Yes,Yes,0.6804,High
1768,Research & Development,Laboratory Technician,42,2766,5,2,No,No,0.3505,Medium
1770,Research & Development,Research Director,55,19038,1,1,No,No,0.1535,Low
1771,Research & Development,Research Scientist,33,3055,9,2,No,No,0.1686,Low
1772,Research & Development,Laboratory Technician,41,2289,5,1,No,No,0.2372,Low
1774,Sales,Sales Executive,34,4001,15,3,Yes,No,0.2177,Low
1775,Research & Development,Manufacturing Director,53,12965,3,3,Yes,No,0.2175,Low
1778,Human Resources,Human Resources,43,3539,9,4,No,No,0.1517,Low
1779,Sales,Sales Executive,34,6029,2,4,No,No,0.5334,High
1780,Sales,Sales Representative,21,2679,1,2,No,Yes,0.8476,Critical
1782,Research & Development,Laboratory Technician,38,3702,5,3,No,No,0.1543,Low
1783,Research & Development,Laboratory Technician,22,2398,1,1,Yes,Yes,0.8583,Critical
1784,Sales,Sales Executive,31,5468,12,4,No,No,0.3669,Medium
1786,Research & Development,Manager,51,13116,2,3,No,No,0.1795,Low
1787,Sales,Sales Executive,37,4189,5,2,No,No,0.3366,Medium
1789,Research & Development,Research Director,46,19328,2,4,Yes,No,0.1909,Low
1790,Research & Development,Healthcare Representative,36,8321,12,1,Yes,No,0.3599,Medium
1792,Research & Development,Research Scientist,44,2342,5,2,Yes,Yes,0.539,High
1794,Human Resources,Human Resources,37,4071,10,2,No,No,0.1867,Low
1797,Sales,Sales Executive,35,5813,10,4,Yes,Yes,0.8053,Critical
1798,Research & Development,Research Scientist,33,3143,10,1,No,No,0.289,Low
1799,Research & Development,Research Scientist,28,2044,5,4,No,No,0.1657,Low
1800,Research & Development,Research Director,39,13464,4,3,No,No,0.2385,Low
1801,Sales,Sales Executive,46,7991,2,2,No,No,0.5716,High
1802,Research & Development,Laboratory Technician,40,3377,4,1,No,No,0.247,Low
1803,Research & Development,Healthcare Representative,42,5538,0,1,No,No,0.3058,Medium
1804,Research & Development,Manufacturing Director,35,5762,7,4,No,No,0.0822,Low
1805,Human Resources,Human Resources,38,2592,11,2,No,No,0.1699,Low
1807,Research & Development,Laboratory Technician,34,5346,7,1,No,Yes,0.3158,Medium
1809,Research & Development,Manufacturing Director,37,4213,10,1,No,Yes,0.5165,High
1812,Sales,Sales Executive,39,4127,2,4,No,No,0.2215,Low
1813,Research & Development,Research Scientist,43,2438,3,3,No,No,0.4435,Medium
1814,Research & Development,Healthcare Representative,41,6870,3,2,No,No,0.3404,Medium
1815,Sales,Sales Executive,41,10447,22,3,Yes,No,0.232,Low
1816,Research & Development,Manufacturing Director,30,9667,7,3,No,No,0.3921,Medium
1818,Human Resources,Human Resources,26,2148,5,2,Yes,Yes,0.6776,High
1821,Research & Development,Healthcare Representative,46,8926,9,2,No,Yes,0.4447,Medium
1822,Research & Development,Healthcare Representative,40,6513,5,4,No,No,0.0983,Low
1823,Sales,Sales Executive,34,6799,10,3,No,No,0.1561,Low
1824,Sales,Manager,58,16291,16,2,No,No,0.1617,Low
1826,Research & Development,Laboratory Technician,35,2705,5,3,No,No,0.3899,Medium
1827,Research & Development,Manufacturing Director,47,10333,22,2,Yes,No,0.2867,Low
1829,Research & Development,Healthcare Representative,40,4448,7,1,No,No,0.2994,Low
1830,Research & Development,Research Scientist,54,6854,7,4,No,No,0.1393,Low
1833,Sales,Sales Executive,31,9637,3,1,No,No,0.3008,Medium
1834,Research & Development,Research Scientist,28,3591,3,1,No,No,0.2219,Low
1835,Sales,Sales Representative,38,5405,4,4,Yes,No,0.3804,Medium
1836,Sales,Sales Executive,26,4684,5,4,No,No,0.3293,Medium
1837,Research & Development,Research Director,58,15787,2,3,Yes,No,0.3431,Medium
1839,Research & Development,Research Scientist,18,1514,0,3,No,No,0.6326,High
1842,Human Resources,Human Resources,31,2956,1,1,No,Yes,0.636,High
1844,Human Resources,Human Resources,29,2335,2,1,Yes,Yes,0.8809,Critical
1845,Sales,Sales Executive,45,5154,8,3,No,No,0.1794,Low
1847,Research & Development,Research Scientist,36,6962,1,2,Yes,No,0.331,Medium
1849,Sales,Sales Executive,43,5675,7,4,No,No,0.2089,Low
1850,Research & Development,Laboratory Technician,27,2379,5,4,Yes,No,0.4938,Medium
1852,Research & Development,Laboratory Technician,29,3812,11,4,No,No,0.2084,Low
1853,Sales,Sales Executive,32,4648,0,4,No,No,0.5232,High
1854,Research & Development,Research Scientist,42,2936,6,3,No,No,0.2635,Low
1856,Research & Development,Laboratory Technician,47,2105,2,3,No,No,0.4701,Medium
1857,Research & Development,Manufacturing Director,46,8578,9,4,No,No,0.1511,Low
1858,Human Resources,Human Resources,28,2706,3,4,No,No,0.1845,Low
1859,Research & Development,Healthcare Representative,29,6384,7,3,No,No,0.3242,Medium
1860,Research & Development,Laboratory Technician,42,3968,0,3,No,No,0.2915,Low
1862,Sales,Sales Executive,32,9907,2,2,Yes,Yes,0.8635,Critical
1863,Sales,Sales Executive,46,13225,19,1,No,No,0.1179,Low
1864,Sales,Sales Representative,27,3540,9,3,No,No,0.3274,Medium
1865,Human Resources,Human Resources,29,2804,1,2,No,No,0.5799,High
1866,Research & Development,Manager,43,19392,16,3,No,No,0.1899,Low
1867,Research & Development,Research Director,48,19665,22,2,No,No,0.1376,Low
1868,Research & Development,Research Scientist,29,2439,1,4,Yes,Yes,0.9109,Critical
1869,Sales,Sales Executive,46,7314,8,2,No,Yes,0.3877,Medium
1870,Research & Development,Research Scientist,27,4774,7,1,No,No,0.2445,Low
1871,Research & Development,Research Scientist,39,3902,2,4,No,No,0.2114,Low
1873,Research & Development,Research Scientist,55,2662,5,4,No,No,0.2369,Low
1875,Sales,Sales Representative,28,2856,1,2,No,No,0.4645,Medium
1876,Sales,Sales Representative,30,1081,1,4,No,Yes,0.801,Critical
1878,Research & Development,Research Scientist,22,2472,1,2,Yes,Yes,0.8943,Critical
1880,Sales,Sales Executive,36,5673,10,3,Yes,No,0.3707,Medium
1881,Research & Development,Laboratory Technician,31,4197,10,3,No,No,0.3175,Medium
1882,Sales,Sales Executive,34,9713,5,4,Yes,No,0.299,Low
1883,Research & Development,Laboratory Technician,29,2062,3,1,No,No,0.4783,Medium
1885,Research & Development,Research Scientist,37,4284,5,1,Yes,No,0.3374,Medium
1886,Research & Development,Manufacturing Director,35,4788,3,2,Yes,No,0.5039,High
1888,Research & Development,Manufacturing Director,45,5906,9,4,No,No,0.1625,Low
1890,Human Resources,Human Resources,36,3886,10,4,No,No,0.1617,Low
1892,Research & Development,Manager,40,16823,19,1,No,No,0.1491,Low
1893,Research & Development,Research Scientist,26,2933,1,3,Yes,No,0.8072,Critical
1898,Sales,Sales Executive,27,6500,8,3,No,No,0.2279,Low
1900,Research & Development,Manager,48,17174,22,4,No,No,0.1134,Low
1903,Research & Development,Healthcare Representative,44,5033,2,1,No,No,0.2348,Low
1905,Research & Development,Research Scientist,34,2307,5,1,Yes,Yes,0.8462,Critical
1907,Research & Development,Laboratory Technician,56,2587,4,4,No,Yes,0.5298,High
1908,Sales,Sales Executive,36,5507,4,2,No,No,0.4157,Medium
1909,Sales,Sales Executive,41,4393,5,2,No,No,0.2993,Low
1911,Research & Development,Research Director,42,13348,13,1,No,No,0.1937,Low
1912,Sales,Sales Executive,31,6583,5,4,Yes,No,0.3586,Medium
1915,Sales,Sales Executive,34,8103,4,4,Yes,No,0.4411,Medium
1916,Research & Development,Laboratory Technician,31,3978,2,3,No,No,0.509,High
1918,Research & Development,Laboratory Technician,26,2544,7,4,No,No,0.1947,Low
1922,Research & Development,Healthcare Representative,45,5399,4,3,No,No,0.2356,Low
1924,Sales,Sales Executive,33,5487,10,3,No,No,0.3254,Medium
1927,Sales,Sales Executive,28,6834,7,4,Yes,No,0.3347,Medium
1928,Sales,Sales Representative,29,1091,1,1,No,Yes,0.8378,Critical
1929,Sales,Sales Executive,39,5736,3,3,No,No,0.4906,Medium
1931,Research & Development,Research Scientist,27,2226,5,2,No,No,0.3234,Medium
1932,Research & Development,Research Scientist,34,5747,15,4,Yes,No,0.415,Medium
1933,Sales,Sales Executive,28,9854,2,3,Yes,Yes,0.8212,Critical
1934,Research & Development,Research Scientist,47,5467,8,2,No,No,0.1741,Low
1935,Sales,Sales Executive,56,5380,0,1,No,No,0.3022,Medium
1936,Research & Development,Manufacturing Director,39,5151,10,1,No,No,0.2843,Low
1937,Research & Development,Research Scientist,38,2133,20,2,Yes,No,0.1949,Low
1938,Sales,Manager,58,17875,1,4,Yes,No,0.2621,Low
1939,Research & Development,Research Scientist,32,2432,4,3,Yes,Yes,0.828,Critical
1940,Research & Development,Research Scientist,38,4771,5,4,No,No,0.1061,Low
1941,Research & Development,Research Director,49,19161,5,4,No,No,0.0874,Low
1943,Sales,Sales Executive,42,5087,0,4,Yes,No,0.407,Medium
1944,Human Resources,Human Resources,27,2863,1,2,No,Yes,0.8297,Critical
1945,Sales,Sales Executive,35,5561,5,1,No,No,0.3755,Medium
1947,Research & Development,Research Scientist,28,2144,5,3,No,No,0.3009,Medium
1948,Research & Development,Research Scientist,31,3065,4,1,Yes,No,0.4208,Medium
1949,Research & Development,Laboratory Technician,36,2810,5,2,No,No,0.2999,Low
1950,Sales,Sales Executive,34,9888,14,4,No,No,0.3501,Medium
1951,Sales,Sales Executive,34,8628,8,3,No,No,0.1615,Low
1952,Research & Development,Laboratory Technician,26,2867,7,1,No,No,0.3855,Medium
1954,Research & Development,Healthcare Representative,29,5373,5,1,No,No,0.3613,Medium
1955,Research & Development,Healthcare Representative,32,6667,5,4,No,No,0.1884,Low
1956,Research & Development,Research Scientist,31,5003,10,1,No,No,0.3136,Medium
1960,Research & Development,Laboratory Technician,28,2367,4,4,No,Yes,0.6075,High
1961,Sales,Sales Representative,38,2858,1,1,No,No,0.6391,High
1962,Sales,Sales Executive,35,5204,10,4,Yes,No,0.3099,Medium
1965,Sales,Sales Executive,27,4105,7,4,No,No,0.2153,Low
1966,Research & Development,Manufacturing Director,32,9679,1,4,No,No,0.3526,Medium
1967,Sales,Sales Executive,31,5617,10,4,Yes,Yes,0.752,Critical
1968,Sales,Sales Executive,53,10448,2,1,Yes,Yes,0.9029,Critical
1969,Research & Development,Research Scientist,54,2897,4,3,No,No,0.2889,Low
1970,Research & Development,Healthcare Representative,33,5968,9,3,No,No,0.0995,Low
1971,Research & Development,Healthcare Representative,43,7510,10,3,No,No,0.2319,Low
1972,Human Resources,Human Resources,38,2991,6,2,Yes,No,0.2747,Low
1973,Human Resources,Manager,55,19636,10,2,Yes,No,0.1866,Low
1974,Research & Development,Laboratory Technician,31,1129,1,4,Yes,No,0.6531,High
1975,Sales,Sales Executive,39,13341,20,1,No,No,0.3516,Medium
1976,Research & Development,Research Scientist,42,4332,20,3,No,No,0.1994,Low
1979,Research & Development,Research Director,31,11031,11,3,No,No,0.1404,Low
1980,Research & Development,Manufacturing Director,54,4440,5,1,Yes,No,0.4403,Medium
1981,Research & Development,Healthcare Representative,24,4617,4,3,No,No,0.3667,Medium
1982,Research & Development,Laboratory Technician,23,2647,5,4,No,No,0.2387,Low
1985,Research & Development,Laboratory Technician,40,6323,10,3,No,No,0.2231,Low
1986,Sales,Sales Executive,40,5677,11,2,No,No,0.2206,Low
1987,Human Resources,Human Resources,25,2187,2,2,No,No,0.4645,Medium
1989,Research & Development,Laboratory Technician,30,3748,12,2,No,No,0.1812,Low
1992,Research & Development,Laboratory Technician,25,3977,2,3,Yes,No,0.5142,High
1993,Research & Development,Healthcare Representative,47,8633,17,3,No,No,0.2851,Low
1994,Research & Development,Laboratory Technician,33,2008,1,3,No,No,0.3567,Medium
1995,Sales,Sales Executive,38,4440,15,2,No,No,0.1325,Low
1996,Sales,Sales Representative,31,3067,2,3,No,No,0.4051,Medium
1997,Research & Development,Manufacturing Director,38,5321,8,3,No,No,0.3377,Medium
1998,Research & Development,Research Scientist,42,5410,4,1,Yes,No,0.468,Medium
1999,Research & Development,Research Scientist,41,2782,5,4,No,No,0.1895,Low
2000,Research & Development,Research Director,47,11957,13,2,No,No,0.1117,Low
2003,Research & Development,Laboratory Technician,35,2660,2,3,Yes,No,0.5312,High
2007,Research & Development,Research Scientist,22,3375,3,3,No,No,0.2724,Low
2008,Research & Development,Research Scientist,35,5098,10,3,No,No,0.1498,Low
2009,Research & Development,Healthcare Representative,33,4878,9,4,Yes,No,0.4777,Medium
2010,Research & Development,Laboratory Technician,32,2837,6,2,No,No,0.4948,Medium
2012,Research & Development,Laboratory Technician,40,2406,1,4,No,No,0.3769,Medium
2013,Sales,Sales Representative,32,2269,2,2,No,No,0.5192,High
2014,Research & Development,Research Scientist,39,4108,7,4,No,No,0.3985,Medium
2015,Research & Development,Research Director,38,13206,18,3,No,No,0.1487,Low
2016,Sales,Sales Executive,32,10422,14,4,No,No,0.1641,Low
2017,Research & Development,Research Director,37,13744,16,4,Yes,No,0.16,Low
2018,Sales,Sales Executive,25,4907,5,3,Yes,No,0.4752,Medium
2019,Sales,Sales Representative,52,3482,9,4,No,No,0.351,Medium
2020,Research & Development,Research Scientist,44,2436,4,4,Yes,No,0.5017,High
2021,Sales,Sales Representative,21,2380,2,1,Yes,No,0.6908,High
2022,Research & Development,Manager,39,19431,6,4,No,No,0.0937,Low
2023,Sales,Sales Representative,23,1790,1,1,No,Yes,0.8152,Critical
2024,Sales,Sales Executive,36,7644,9,4,No,No,0.1863,Low
2025,Research & Development,Manufacturing Director,36,5131,4,2,No,No,0.1563,Low
2026,Research & Development,Healthcare Representative,56,6306,13,3,No,No,0.1062,Low
2027,Research & Development,Research Scientist,29,4787,2,4,Yes,Yes,0.5557,High
2031,Research & Development,Manager,42,18880,22,3,No,No,0.2045,Low
2032,Research & Development,Laboratory Technician,56,2339,10,3,No,Yes,0.6176,High
2034,Research & Development,Manufacturing Director,41,13570,20,2,No,No,0.1619,Low
2035,Sales,Sales Executive,34,6712,8,3,No,No,0.2095,Low
2036,Sales,Sales Executive,36,5406,15,4,No,No,0.2906,Low
2037,Sales,Sales Executive,41,8938,5,2,No,No,0.1846,Low
2038,Research & Development,Research Scientist,32,2439,4,1,No,No,0.2959,Low
2040,Human Resources,Human Resources,35,8837,9,4,Yes,No,0.3962,Medium
2041,Sales,Sales Executive,38,5343,10,4,No,No,0.2797,Low
2044,Sales,Sales Executive,50,6728,6,3,No,Yes,0.4963,Medium
2045,Sales,Sales Executive,36,6652,6,4,No,No,0.3275,Medium
2046,Sales,Sales Executive,45,4850,5,3,No,No,0.4499,Medium
2048,Research & Development,Research Scientist,40,2809,2,3,No,No,0.2735,Low
2049,Research & Development,Healthcare Representative,35,5689,10,3,Yes,No,0.3256,Medium
2051,Research & Development,Research Scientist,40,2001,5,3,No,No,0.1349,Low
2052,Research & Development,Research Scientist,35,2977,4,4,No,No,0.2221,Low
2053,Research & Development,Laboratory Technician,29,4025,4,2,Yes,No,0.5199,High
2054,Research & Development,Research Scientist,29,3785,5,1,No,No,0.4675,Medium
2055,Sales,Sales Executive,50,10854,3,1,Yes,Yes,0.7781,Critical
2056,Sales,Sales Executive,39,12031,20,4,No,No,0.3043,Medium
2057,Research & Development,Manufacturing Director,31,9936,9,1,No,No,0.2368,Low
2060,Sales,Sales Representative,26,2966,4,3,No,No,0.304,Medium
2061,Research & Development,Laboratory Technician,36,2571,5,4,No,No,0.1869,Low
2062,Research & Development,Healthcare Representative,39,9991,7,1,No,No,0.2029,Low
2064,Research & Development,Manufacturing Director,27,6142,6,2,Yes,No,0.4139,Medium
2065,Sales,Sales Executive,49,5390,9,2,No,No,0.2353,Low
2068,Research & Development,Laboratory Technician,34,4404,4,3,No,No,0.26,Low
